Dataset,Model,fold,true_acc,nuclear_norm,cot,N
NICO,resnet,saltpepper_0.25,0.02885,1.42372,1.89366,1248
NICO,resnet,saltpepper_0.275,0.02804,1.37154,1.89873,1248
NICO,resnet,saltpepper_0.30000000000000004,0.02885,1.33546,1.90086,1248
NICO,resnet,saltpepper_0.325,0.02965,1.32112,1.90144,1248
NICO,resnet,saltpepper_0.35000000000000003,0.02965,1.31211,1.90166,1248
NICO,resnet,saltpepper_0.375,0.02885,1.30223,1.90168,1248
NICO,resnet,saltpepper_0.4,0.02885,1.29652,1.90168,1248
NICO,resnet,saltpepper_0.42500000000000004,0.02885,1.28592,1.90168,1248
NICO,resnet,saltpepper_0.45,0.02885,1.27976,1.90301,1248
NICO,resnet,saltpepper_0.47500000000000003,0.02965,1.27391,1.90483,1248
NICO,resnet,saltpepper_0.5,0.02885,1.26834,1.90707,1248
NICO,resnet,brightness_0.025,0.91106,7.38026,0.21649,1248
NICO,resnet,brightness_0.05,0.90946,7.37756,0.21763,1248
NICO,resnet,brightness_0.07500000000000001,0.90865,7.37413,0.21704,1248
NICO,resnet,brightness_0.1,0.90946,7.37351,0.21946,1248
NICO,resnet,brightness_0.125,0.90865,7.37029,0.21849,1248
NICO,resnet,brightness_0.15000000000000002,0.90785,7.37072,0.22045,1248
NICO,resnet,brightness_0.17500000000000002,0.90705,7.36562,0.22046,1248
NICO,resnet,brightness_0.2,0.90465,7.36341,0.22008,1248
NICO,resnet,brightness_0.225,0.90224,7.3594,0.21852,1248
NICO,resnet,brightness_0.25,0.90144,7.3506,0.21904,1248
NICO,resnet,brightness_0.275,0.90064,7.34109,0.22151,1248
NICO,resnet,brightness_0.30000000000000004,0.89824,7.33461,0.22197,1248
NICO,resnet,brightness_0.325,0.89503,7.32357,0.22187,1248
NICO,resnet,brightness_0.35000000000000003,0.89904,7.3389,0.22028,1248
NICO,resnet,brightness_0.375,0.90224,7.35907,0.2185,1248
NICO,resnet,brightness_0.4,0.90785,7.36598,0.22046,1248
NICO,resnet,brightness_0.42500000000000004,0.90946,7.37441,0.21749,1248
NICO,resnet,brightness_0.45,0.91026,7.37985,0.21496,1248
NICO,resnet,brightness_0.47500000000000003,0.91026,7.37954,0.21522,1248
NICO,resnet,brightness_0.5,0.90946,7.37073,0.21402,1248
NICO,resnet,contrast_0.025,0.91827,7.32645,0.23244,1248
NICO,resnet,contrast_0.05,0.91907,7.3322,0.23414,1248
NICO,resnet,contrast_0.07500000000000001,0.91106,7.32858,0.23787,1248
NICO,resnet,contrast_0.1,0.90304,7.29749,0.23963,1248
NICO,resnet,contrast_0.125,0.88141,7.21316,0.24095,1248
NICO,resnet,contrast_0.15000000000000002,0.84535,7.10011,0.24528,1248
NICO,resnet,contrast_0.17500000000000002,0.79968,6.95482,0.26404,1248
NICO,resnet,contrast_0.2,0.72997,6.7588,0.29215,1248
NICO,resnet,contrast_0.225,0.64103,6.55495,0.33685,1248
NICO,resnet,contrast_0.25,0.55128,6.33877,0.37744,1248
NICO,resnet,contrast_0.275,0.46074,6.1406,0.43484,1248
NICO,resnet,contrast_0.30000000000000004,0.375,5.97624,0.49078,1248
NICO,resnet,contrast_0.325,0.3101,5.78292,0.55655,1248
NICO,resnet,contrast_0.35000000000000003,0.3101,5.78632,0.55638,1248
NICO,resnet,contrast_0.375,0.34295,5.89056,0.51741,1248
NICO,resnet,contrast_0.4,0.3766,5.99105,0.48574,1248
NICO,resnet,contrast_0.42500000000000004,0.42548,6.07531,0.45459,1248
NICO,resnet,contrast_0.45,0.47436,6.17223,0.4234,1248
NICO,resnet,contrast_0.47500000000000003,0.52083,6.27807,0.39217,1248
NICO,resnet,contrast_0.5,0.57292,6.39128,0.36699,1248
NICO,resnet,smear_0.025,0.91026,7.31365,0.20933,1248
NICO,resnet,smear_0.05,0.91266,7.3033,0.21099,1248
NICO,resnet,smear_0.07500000000000001,0.91186,7.31379,0.20804,1248
NICO,resnet,smear_0.1,0.90625,7.30062,0.21033,1248
NICO,resnet,smear_0.125,0.90064,7.28295,0.20544,1248
NICO,resnet,smear_0.15000000000000002,0.89343,7.26553,0.20349,1248
NICO,resnet,smear_0.17500000000000002,0.89503,7.24126,0.20818,1248
NICO,resnet,smear_0.2,0.89103,7.24638,0.20172,1248
NICO,resnet,smear_0.225,0.8774,7.23049,0.20738,1248
NICO,resnet,smear_0.25,0.87099,7.21917,0.21036,1248
NICO,resnet,smear_0.275,0.85817,7.1539,0.21596,1248
NICO,resnet,smear_0.30000000000000004,0.84856,7.1133,0.21314,1248
NICO,resnet,smear_0.325,0.82772,7.0846,0.21883,1248
NICO,resnet,smear_0.35000000000000003,0.81651,7.04333,0.21815,1248
NICO,resnet,smear_0.375,0.80369,7.01381,0.21435,1248
NICO,resnet,smear_0.4,0.78526,6.97012,0.21762,1248
NICO,resnet,smear_0.42500000000000004,0.77324,6.90848,0.22326,1248
NICO,resnet,smear_0.45,0.75,6.88759,0.22874,1248
NICO,resnet,smear_0.47500000000000003,0.73478,6.84397,0.23045,1248
NICO,resnet,smear_0.5,0.71875,6.81163,0.21816,1248
NICO,resnet,fog_0.025,0.91827,7.36064,0.24534,1248
NICO,resnet,fog_0.05,0.91827,7.36046,0.24534,1248
NICO,resnet,fog_0.07500000000000001,0.91827,7.35977,0.24374,1248
NICO,resnet,fog_0.1,0.91827,7.35996,0.24534,1248
NICO,resnet,fog_0.125,0.91907,7.36244,0.24469,1248
NICO,resnet,fog_0.15000000000000002,0.91907,7.36177,0.24568,1248
NICO,resnet,fog_0.17500000000000002,0.91907,7.36146,0.24556,1248
NICO,resnet,fog_0.2,0.91667,7.36063,0.24392,1248
NICO,resnet,fog_0.225,0.91827,7.36101,0.24399,1248
NICO,resnet,fog_0.25,0.91667,7.36078,0.24487,1248
NICO,resnet,fog_0.275,0.87179,7.17018,0.26568,1248
NICO,resnet,fog_0.30000000000000004,0.8734,7.17591,0.26538,1248
NICO,resnet,fog_0.325,0.875,7.16466,0.26587,1248
NICO,resnet,fog_0.35000000000000003,0.8734,7.1598,0.26809,1248
NICO,resnet,fog_0.375,0.86939,7.16504,0.2686,1248
NICO,resnet,fog_0.4,0.86298,7.14923,0.27131,1248
NICO,resnet,fog_0.42500000000000004,0.33734,5.77117,0.6865,1248
NICO,resnet,fog_0.45,0.33654,5.74321,0.68787,1248
NICO,resnet,fog_0.47500000000000003,0.32532,5.73129,0.69062,1248
NICO,resnet,fog_0.5,0.32051,5.72182,0.69029,1248
NICO,resnet,jpeg_0.025,0.89824,7.31873,0.23862,1248
NICO,resnet,jpeg_0.05,0.89824,7.31718,0.24018,1248
NICO,resnet,jpeg_0.07500000000000001,0.89423,7.31865,0.23889,1248
NICO,resnet,jpeg_0.1,0.89503,7.31894,0.23972,1248
NICO,resnet,jpeg_0.125,0.89744,7.31862,0.24037,1248
NICO,resnet,jpeg_0.15000000000000002,0.89824,7.31678,0.24056,1248
NICO,resnet,jpeg_0.17500000000000002,0.89663,7.31386,0.24032,1248
NICO,resnet,jpeg_0.2,0.89744,7.31558,0.23971,1248
NICO,resnet,jpeg_0.225,0.89663,7.30967,0.24257,1248
NICO,resnet,jpeg_0.25,0.89343,7.31191,0.24163,1248
NICO,resnet,jpeg_0.275,0.89423,7.31297,0.24271,1248
NICO,resnet,jpeg_0.30000000000000004,0.89343,7.30988,0.24187,1248
NICO,resnet,jpeg_0.325,0.89423,7.30691,0.24176,1248
NICO,resnet,jpeg_0.35000000000000003,0.89503,7.31126,0.24205,1248
NICO,resnet,jpeg_0.375,0.89423,7.31154,0.2432,1248
NICO,resnet,jpeg_0.4,0.89583,7.30961,0.2432,1248
NICO,resnet,jpeg_0.42500000000000004,0.89583,7.30731,0.24318,1248
NICO,resnet,jpeg_0.45,0.89663,7.29941,0.2426,1248
NICO,resnet,jpeg_0.47500000000000003,0.89663,7.30152,0.24119,1248
NICO,resnet,jpeg_0.5,0.89824,7.30185,0.24146,1248
NICO,vit,ind_val,0.88141,7.31887,0.0,1248
NICO,vit,ind_test,0.87901,7.32933,0.2189,1248
NICO,vit,water,0.0495,6.09074,0.54826,2000
NICO,vit,outdoor,0.0585,6.16034,0.57159,2000
NICO,vit,autumn,0.0525,6.17873,0.52917,2000
NICO,vit,rock,0.0445,5.99751,0.50424,2000
NICO,vit,grass,0.0585,5.62379,0.8055,2000
NICO,vit,noise_0.025,0.81971,7.24328,0.24483,1248
NICO,vit,noise_0.05,0.75962,7.14061,0.23682,1248
NICO,vit,noise_0.07500000000000001,0.72837,7.05657,0.24244,1248
NICO,vit,noise_0.1,0.69231,7.00353,0.24308,1248
NICO,vit,noise_0.125,0.65224,6.91656,0.24527,1248
NICO,vit,noise_0.15000000000000002,0.61138,6.83154,0.26118,1248
NICO,vit,noise_0.17500000000000002,0.55849,6.76477,0.29334,1248
NICO,vit,noise_0.2,0.51442,6.68463,0.32271,1248
NICO,vit,noise_0.225,0.46554,6.57311,0.34729,1248
NICO,vit,noise_0.25,0.42228,6.48508,0.36089,1248
NICO,vit,noise_0.275,0.37019,6.37843,0.38211,1248
NICO,vit,noise_0.30000000000000004,0.33173,6.26102,0.41572,1248
NICO,vit,noise_0.325,0.28205,6.13892,0.46913,1248
NICO,vit,noise_0.35000000000000003,0.25,6.01944,0.51695,1248
NICO,vit,noise_0.375,0.21394,5.88231,0.57463,1248
NICO,vit,noise_0.4,0.18189,5.75722,0.62478,1248
NICO,vit,noise_0.42500000000000004,0.15304,5.66038,0.66615,1248
NICO,vit,noise_0.45,0.13301,5.57596,0.70739,1248
NICO,vit,noise_0.47500000000000003,0.10817,5.51006,0.74489,1248
NICO,vit,noise_0.5,0.10256,5.44815,0.77745,1248
NICO,vit,multnoise_0.025,0.88141,7.29089,0.24382,1248
NICO,vit,multnoise_0.05,0.87981,7.29674,0.24722,1248
NICO,vit,multnoise_0.07500000000000001,0.88141,7.29637,0.24764,1248
NICO,vit,multnoise_0.1,0.8774,7.28976,0.24824,1248
NICO,vit,multnoise_0.125,0.8774,7.2704,0.25326,1248
NICO,vit,multnoise_0.15000000000000002,0.86939,7.23355,0.25622,1248
NICO,vit,multnoise_0.17500000000000002,0.85176,7.15511,0.25464,1248
NICO,vit,multnoise_0.2,0.8101,7.07938,0.24809,1248
NICO,vit,multnoise_0.225,0.7476,6.98436,0.24873,1248
NICO,vit,multnoise_0.25,0.69631,6.89866,0.26173,1248
NICO,vit,multnoise_0.275,0.6274,6.77684,0.27965,1248
NICO,vit,multnoise_0.30000000000000004,0.5633,6.65669,0.30235,1248
NICO,vit,multnoise_0.325,0.5008,6.53358,0.34357,1248
NICO,vit,multnoise_0.35000000000000003,0.44872,6.447,0.38333,1248
NICO,vit,multnoise_0.375,0.40785,6.38076,0.42137,1248
NICO,vit,multnoise_0.4,0.36458,6.29472,0.45414,1248
NICO,vit,multnoise_0.42500000000000004,0.33173,6.20434,0.49066,1248
NICO,vit,multnoise_0.45,0.29167,6.13504,0.52042,1248
NICO,vit,multnoise_0.47500000000000003,0.26282,6.09603,0.54906,1248
NICO,vit,multnoise_0.5,0.24359,6.05976,0.57747,1248
NICO,vit,hue_0.025,0.77404,7.05339,0.19561,1248
NICO,vit,hue_0.05,0.44151,6.50281,0.25393,1248
NICO,vit,hue_0.07500000000000001,0.24519,6.22207,0.36131,1248
NICO,vit,hue_0.1,0.16026,6.04401,0.45735,1248
NICO,vit,hue_0.125,0.1234,5.92379,0.53402,1248
NICO,vit,hue_0.15000000000000002,0.09776,5.84636,0.60266,1248
NICO,vit,hue_0.17500000000000002,0.07853,5.70375,0.65953,1248
NICO,vit,hue_0.2,0.0601,5.52047,0.74069,1248
NICO,vit,hue_0.225,0.05449,5.43456,0.78561,1248
NICO,vit,hue_0.25,0.05128,5.29504,0.8678,1248
NICO,vit,hue_0.275,0.04647,5.20592,0.95922,1248
NICO,vit,hue_0.30000000000000004,0.04167,5.1485,1.01052,1248
NICO,vit,hue_0.325,0.03446,5.05141,1.0588,1248
NICO,vit,hue_0.35000000000000003,0.02965,4.94522,1.10428,1248
NICO,vit,hue_0.375,0.02724,4.84217,1.15796,1248
NICO,vit,hue_0.4,0.02404,4.76056,1.18482,1248
NICO,vit,hue_0.42500000000000004,0.02404,4.64585,1.20586,1248
NICO,vit,hue_0.45,0.02163,4.60356,1.21949,1248
NICO,vit,hue_0.47500000000000003,0.01843,4.58509,1.22141,1248
NICO,vit,hue_0.5,0.01923,4.53837,1.23941,1248
NICO,vit,saltpepper_0.025,0.09455,5.41077,0.67785,1248
NICO,vit,saltpepper_0.05,0.09135,5.40849,0.67527,1248
NICO,vit,saltpepper_0.07500000000000001,0.09615,5.40677,0.67472,1248
NICO,vit,saltpepper_0.1,0.09696,5.41021,0.68177,1248
NICO,vit,saltpepper_0.125,0.10096,5.42035,0.6872,1248
NICO,vit,saltpepper_0.15000000000000002,0.09936,5.4174,0.68928,1248
NICO,vit,saltpepper_0.17500000000000002,0.10497,5.41482,0.69643,1248
NICO,vit,saltpepper_0.2,0.10176,5.4109,0.707,1248
NICO,vit,saltpepper_0.225,0.10016,5.40843,0.71739,1248
NICO,vit,saltpepper_0.25,0.09776,5.42801,0.7187,1248
NICO,vit,saltpepper_0.275,0.09455,5.43803,0.72634,1248
NICO,vit,saltpepper_0.30000000000000004,0.09696,5.42804,0.73424,1248
NICO,vit,saltpepper_0.325,0.09455,5.42364,0.74097,1248
NICO,vit,saltpepper_0.35000000000000003,0.09696,5.42081,0.74661,1248
NICO,vit,saltpepper_0.375,0.09776,5.43211,0.75308,1248
NICO,vit,saltpepper_0.4,0.09535,5.41058,0.76424,1248
NICO,vit,saltpepper_0.42500000000000004,0.09455,5.40307,0.76611,1248
NICO,vit,saltpepper_0.45,0.09375,5.38197,0.77826,1248
NICO,vit,saltpepper_0.47500000000000003,0.08974,5.38625,0.79081,1248
NICO,vit,saltpepper_0.5,0.08734,5.39103,0.79885,1248
NICO,vit,brightness_0.025,0.86939,7.29154,0.17668,1248
NICO,vit,brightness_0.05,0.86859,7.28643,0.17413,1248
NICO,vit,brightness_0.07500000000000001,0.86779,7.28029,0.17276,1248
NICO,vit,brightness_0.1,0.86699,7.27388,0.17196,1248
NICO,vit,brightness_0.125,0.86298,7.27268,0.16929,1248
NICO,vit,brightness_0.15000000000000002,0.86458,7.27868,0.16702,1248
NICO,vit,brightness_0.17500000000000002,0.86298,7.27506,0.16384,1248
NICO,vit,brightness_0.2,0.86058,7.26167,0.1639,1248
NICO,vit,brightness_0.225,0.85657,7.24426,0.16521,1248
NICO,vit,brightness_0.25,0.85016,7.21993,0.16937,1248
NICO,vit,brightness_0.275,0.83894,7.17243,0.17624,1248
NICO,vit,brightness_0.30000000000000004,0.82612,7.10055,0.18595,1248
NICO,vit,brightness_0.325,0.79006,7.04155,0.20307,1248
NICO,vit,brightness_0.35000000000000003,0.83413,7.13337,0.18168,1248
NICO,vit,brightness_0.375,0.85817,7.24672,0.165,1248
NICO,vit,brightness_0.4,0.86458,7.27959,0.16488,1248
NICO,vit,brightness_0.42500000000000004,0.86779,7.27664,0.17143,1248
NICO,vit,brightness_0.45,0.86939,7.29154,0.1767,1248
NICO,vit,brightness_0.47500000000000003,0.86699,7.28542,0.1784,1248
NICO,vit,brightness_0.5,0.86458,7.26993,0.17876,1248
NICO,vit,contrast_0.025,0.8109,7.14895,0.2085,1248
NICO,vit,contrast_0.05,0.73157,7.00781,0.21763,1248
NICO,vit,contrast_0.07500000000000001,0.68029,6.87426,0.2372,1248
NICO,vit,contrast_0.1,0.60256,6.68153,0.29183,1248
NICO,vit,contrast_0.125,0.51282,6.51089,0.34407,1248
NICO,vit,contrast_0.15000000000000002,0.41907,6.28511,0.38663,1248
NICO,vit,contrast_0.17500000000000002,0.32772,6.18349,0.42766,1248
NICO,vit,contrast_0.2,0.24679,6.06404,0.47383,1248
NICO,vit,contrast_0.225,0.19231,5.95118,0.535,1248
NICO,vit,contrast_0.25,0.14663,5.83171,0.59679,1248
NICO,vit,contrast_0.275,0.10978,5.72092,0.64979,1248
NICO,vit,contrast_0.30000000000000004,0.08173,5.60177,0.70881,1248
NICO,vit,contrast_0.325,0.0617,5.51171,0.7833,1248
NICO,vit,contrast_0.35000000000000003,0.0625,5.51297,0.78059,1248
NICO,vit,contrast_0.375,0.07532,5.56338,0.74174,1248
NICO,vit,contrast_0.4,0.08253,5.6098,0.70114,1248
NICO,vit,contrast_0.42500000000000004,0.09776,5.67456,0.66881,1248
NICO,vit,contrast_0.45,0.11458,5.74608,0.63842,1248
NICO,vit,contrast_0.47500000000000003,0.13141,5.807,0.61229,1248
NICO,vit,contrast_0.5,0.16106,5.84901,0.58041,1248
NICO,vit,smear_0.025,0.85497,7.26572,0.23038,1248
NICO,vit,smear_0.05,0.85657,7.25957,0.23557,1248
NICO,vit,smear_0.07500000000000001,0.84856,7.24278,0.23673,1248
NICO,vit,smear_0.1,0.84295,7.22657,0.23442,1248
NICO,vit,smear_0.125,0.83894,7.20364,0.23892,1248
NICO,vit,smear_0.15000000000000002,0.83814,7.19263,0.23556,1248
NICO,vit,smear_0.17500000000000002,0.83173,7.18729,0.23706,1248
NICO,vit,smear_0.2,0.82772,7.17235,0.23028,1248
NICO,vit,smear_0.225,0.81891,7.15728,0.22121,1248
NICO,vit,smear_0.25,0.81651,7.16107,0.21098,1248
NICO,vit,smear_0.275,0.80929,7.13805,0.21547,1248
NICO,vit,smear_0.30000000000000004,0.79728,7.10041,0.22207,1248
NICO,vit,smear_0.325,0.77163,7.06832,0.22352,1248
NICO,vit,smear_0.35000000000000003,0.7516,7.03335,0.23263,1248
NICO,vit,smear_0.375,0.73157,7.00097,0.23037,1248
NICO,vit,smear_0.4,0.72276,6.96858,0.22581,1248
NICO,vit,smear_0.42500000000000004,0.71154,6.92126,0.22729,1248
NICO,vit,smear_0.45,0.69471,6.88953,0.23206,1248
NICO,vit,smear_0.47500000000000003,0.68189,6.84506,0.22311,1248
NICO,vit,smear_0.5,0.66106,6.80433,0.22533,1248
NICO,vit,fog_0.025,0.88702,7.33409,0.19979,1248
NICO,vit,fog_0.05,0.88702,7.33531,0.19972,1248
NICO,vit,fog_0.07500000000000001,0.88702,7.33409,0.19819,1248
NICO,vit,fog_0.1,0.88702,7.33528,0.19819,1248
NICO,vit,fog_0.125,0.88702,7.33495,0.19979,1248
NICO,vit,fog_0.15000000000000002,0.88381,7.32277,0.2026,1248
NICO,vit,fog_0.17500000000000002,0.88221,7.32706,0.20241,1248
NICO,vit,fog_0.2,0.88301,7.32013,0.19963,1248
NICO,vit,fog_0.225,0.88542,7.32549,0.19857,1248
NICO,vit,fog_0.25,0.88221,7.31381,0.2037,1248
NICO,vit,fog_0.275,0.8758,7.31101,0.19908,1248
NICO,vit,fog_0.30000000000000004,0.875,7.31155,0.19976,1248
NICO,vit,fog_0.325,0.87019,7.30212,0.19994,1248
NICO,vit,fog_0.35000000000000003,0.8726,7.30313,0.19575,1248
NICO,vit,fog_0.375,0.8742,7.31101,0.19422,1248
NICO,vit,fog_0.4,0.87019,7.29358,0.19893,1248
NICO,vit,fog_0.42500000000000004,0.86699,7.29339,0.19793,1248
NICO,vit,fog_0.45,0.86538,7.29406,0.1948,1248
NICO,vit,fog_0.47500000000000003,0.86779,7.2856,0.19737,1248
NICO,vit,fog_0.5,0.86218,7.28817,0.19785,1248
NICO,vit,jpeg_0.025,0.86138,7.25912,0.19763,1248
NICO,vit,jpeg_0.05,0.86058,7.25899,0.19579,1248
NICO,vit,jpeg_0.07500000000000001,0.86138,7.25782,0.19609,1248
NICO,vit,jpeg_0.1,0.86058,7.25608,0.19793,1248
NICO,vit,jpeg_0.125,0.86138,7.25651,0.20031,1248
NICO,vit,jpeg_0.15000000000000002,0.86218,7.2555,0.19807,1248
NICO,vit,jpeg_0.17500000000000002,0.86218,7.25741,0.19757,1248
NICO,vit,jpeg_0.2,0.86218,7.25891,0.199,1248
NICO,vit,jpeg_0.225,0.86138,7.25849,0.19874,1248
NICO,vit,jpeg_0.25,0.86138,7.25733,0.19859,1248
NICO,vit,jpeg_0.275,0.86058,7.26011,0.1976,1248
NICO,vit,jpeg_0.30000000000000004,0.86218,7.26563,0.19632,1248
NICO,vit,jpeg_0.325,0.86058,7.25961,0.19964,1248
NICO,vit,jpeg_0.35000000000000003,0.86138,7.25876,0.20094,1248
NICO,vit,jpeg_0.375,0.86138,7.25981,0.19959,1248
NICO,vit,jpeg_0.4,0.85978,7.26329,0.19791,1248
NICO,vit,jpeg_0.42500000000000004,0.86218,7.26412,0.19968,1248
NICO,vit,jpeg_0.45,0.86218,7.25974,0.19821,1248
NICO,vit,jpeg_0.47500000000000003,0.86218,7.25948,0.19755,1248
NICO,vit,jpeg_0.5,0.85897,7.25249,0.20076,1248
Camelyon17,resnet,ind_val,0.989,1.396,0.0,2000
Camelyon17,resnet,ind_test,0.985,1.39398,0.04534,2000
Camelyon17,resnet,OoD Val,0.863,1.34705,0.12026,2000
Camelyon17,resnet,OoD Test,0.817,1.27823,0.09301,2000
Camelyon17,resnet,noise_0.025,0.987,1.3929,0.04469,2000
Camelyon17,resnet,noise_0.05,0.9785,1.38807,0.00358,2000
Camelyon17,resnet,noise_0.07500000000000001,0.9485,1.35708,0.07364,2000
Camelyon17,resnet,noise_0.1,0.8415,1.27747,0.28478,2000
Camelyon17,resnet,noise_0.125,0.648,1.17166,0.50554,2000
Camelyon17,resnet,noise_0.15000000000000002,0.5435,1.14386,0.55194,2000
Camelyon17,resnet,noise_0.17500000000000002,0.45,1.20888,0.37537,2000
Camelyon17,resnet,noise_0.2,0.3645,1.27131,0.11565,2000
Camelyon17,resnet,noise_0.225,0.361,1.29996,0.08317,2000
Camelyon17,resnet,noise_0.25,0.4365,1.28834,0.2898,2000
Camelyon17,resnet,noise_0.275,0.4895,1.2682,0.52273,2000
Camelyon17,resnet,noise_0.30000000000000004,0.5465,1.24889,0.68781,2000
Camelyon17,resnet,noise_0.325,0.5375,1.2323,0.78041,2000
Camelyon17,resnet,noise_0.35000000000000003,0.5105,1.2165,0.82585,2000
Camelyon17,resnet,noise_0.375,0.487,1.16489,0.8935,2000
Camelyon17,resnet,noise_0.4,0.512,1.11438,0.95103,2000
Camelyon17,resnet,noise_0.42500000000000004,0.496,1.08903,0.9805,2000
Camelyon17,resnet,noise_0.45,0.5035,1.05782,1.005,2000
Camelyon17,resnet,noise_0.47500000000000003,0.5185,1.03473,1.01661,2000
Camelyon17,resnet,noise_0.5,0.5045,1.01474,1.02112,2000
Camelyon17,resnet,multnoise_0.025,0.987,1.39304,0.00164,2000
Camelyon17,resnet,multnoise_0.05,0.947,1.36935,0.04392,2000
Camelyon17,resnet,multnoise_0.07500000000000001,0.748,1.24887,0.44082,2000
Camelyon17,resnet,multnoise_0.1,0.5515,1.17504,0.59486,2000
Camelyon17,resnet,multnoise_0.125,0.45,1.24442,0.36048,2000
Camelyon17,resnet,multnoise_0.15000000000000002,0.521,1.29618,0.00083,2000
Camelyon17,resnet,multnoise_0.17500000000000002,0.5445,1.31177,0.27498,2000
Camelyon17,resnet,multnoise_0.2,0.5785,1.27916,0.51528,2000
Camelyon17,resnet,multnoise_0.225,0.5685,1.238,0.67964,2000
Camelyon17,resnet,multnoise_0.25,0.5515,1.18369,0.82937,2000
Camelyon17,resnet,multnoise_0.275,0.529,1.15586,0.89816,2000
Camelyon17,resnet,multnoise_0.30000000000000004,0.5325,1.12065,0.9505,2000
Camelyon17,resnet,multnoise_0.325,0.5255,1.10889,0.96302,2000
Camelyon17,resnet,multnoise_0.35000000000000003,0.5275,1.09323,0.98202,2000
Camelyon17,resnet,multnoise_0.375,0.5215,1.08302,0.99083,2000
Camelyon17,resnet,multnoise_0.4,0.5035,1.07892,0.99686,2000
Camelyon17,resnet,multnoise_0.42500000000000004,0.522,1.05699,1.00806,2000
Camelyon17,resnet,multnoise_0.45,0.487,1.0504,1.01059,2000
Camelyon17,resnet,multnoise_0.47500000000000003,0.5025,1.04536,1.01308,2000
Camelyon17,resnet,multnoise_0.5,0.4985,1.04316,1.01305,2000
Camelyon17,resnet,hue_0.025,0.974,1.38074,0.04617,2000
Camelyon17,resnet,hue_0.05,0.953,1.37699,0.08606,2000
Camelyon17,resnet,hue_0.07500000000000001,0.939,1.36871,0.03645,2000
Camelyon17,resnet,hue_0.1,0.89,1.35083,0.04259,2000
Camelyon17,resnet,hue_0.125,0.8285,1.3442,0.16069,2000
Camelyon17,resnet,hue_0.15000000000000002,0.764,1.33784,0.28648,2000
Camelyon17,resnet,hue_0.17500000000000002,0.7205,1.33198,0.38819,2000
Camelyon17,resnet,hue_0.2,0.67,1.31479,0.47346,2000
Camelyon17,resnet,hue_0.225,0.6055,1.27607,0.60308,2000
Camelyon17,resnet,hue_0.25,0.526,1.22666,0.7263,2000
Camelyon17,resnet,hue_0.275,0.4575,1.20607,0.80758,2000
Camelyon17,resnet,hue_0.30000000000000004,0.4435,1.2173,0.79244,2000
Camelyon17,resnet,hue_0.325,0.433,1.22681,0.78829,2000
Camelyon17,resnet,hue_0.35000000000000003,0.4005,1.27517,0.70006,2000
Camelyon17,resnet,hue_0.375,0.39,1.31886,0.56298,2000
Camelyon17,resnet,hue_0.4,0.3655,1.34354,0.43532,2000
Camelyon17,resnet,hue_0.42500000000000004,0.3705,1.38322,0.16853,2000
Camelyon17,resnet,hue_0.45,0.3715,1.39354,0.01921,2000
Camelyon17,resnet,hue_0.47500000000000003,0.4075,1.39162,0.18282,2000
Camelyon17,resnet,hue_0.5,0.4165,1.39046,0.28659,2000
Camelyon17,resnet,saltpepper_0.025,0.3575,1.32989,0.3738,2000
Camelyon17,resnet,saltpepper_0.05,0.348,1.34729,0.23115,2000
Camelyon17,resnet,saltpepper_0.07500000000000001,0.3955,1.3436,0.24775,2000
Camelyon17,resnet,saltpepper_0.1,0.3795,1.33851,0.16159,2000
Camelyon17,resnet,saltpepper_0.125,0.3825,1.34137,0.01587,2000
Camelyon17,resnet,saltpepper_0.15000000000000002,0.389,1.33165,0.11756,2000
Camelyon17,resnet,saltpepper_0.17500000000000002,0.4295,1.30871,0.28987,2000
Camelyon17,resnet,saltpepper_0.2,0.5005,1.28644,0.43628,2000
Camelyon17,resnet,saltpepper_0.225,0.513,1.27527,0.52103,2000
Camelyon17,resnet,saltpepper_0.25,0.539,1.2795,0.6036,2000
Camelyon17,resnet,saltpepper_0.275,0.5415,1.28171,0.67698,2000
Camelyon17,resnet,saltpepper_0.30000000000000004,0.5565,1.26496,0.73174,2000
Camelyon17,resnet,saltpepper_0.325,0.5385,1.24346,0.79999,2000
Camelyon17,resnet,saltpepper_0.35000000000000003,0.519,1.22959,0.81641,2000
Camelyon17,resnet,saltpepper_0.375,0.5095,1.19042,0.88292,2000
Camelyon17,resnet,saltpepper_0.4,0.511,1.1788,0.8811,2000
Camelyon17,resnet,saltpepper_0.42500000000000004,0.479,1.16516,0.89953,2000
Camelyon17,resnet,saltpepper_0.45,0.499,1.12936,0.94005,2000
Camelyon17,resnet,saltpepper_0.47500000000000003,0.5205,1.093,0.97431,2000
Camelyon17,resnet,saltpepper_0.5,0.495,1.08111,0.9803,2000
Camelyon17,resnet,brightness_0.025,0.982,1.39384,0.04775,2000
Camelyon17,resnet,brightness_0.05,0.984,1.39401,0.03413,2000
Camelyon17,resnet,brightness_0.07500000000000001,0.972,1.39349,0.04034,2000
Camelyon17,resnet,brightness_0.1,0.969,1.39202,0.04768,2000
Camelyon17,resnet,brightness_0.125,0.964,1.38958,0.02524,2000
Camelyon17,resnet,brightness_0.15000000000000002,0.947,1.39084,0.01557,2000
Camelyon17,resnet,brightness_0.17500000000000002,0.9275,1.38606,0.03755,2000
Camelyon17,resnet,brightness_0.2,0.923,1.38434,0.02658,2000
